Year|Month|DayofMonth|DayOfWeek|DepTime|CRSDepTime|ArrTime|CRSArrTime|UniqueCarrier|FlightNum|TailNum|ActualElapsedTime|CRSElapsedTime|AirTime|ArrDelay|DepDelay|Origin|Dest|Distance|TaxiIn|TaxiOut|Cancelled|CancellationCode|Diverted|CarrierDelay|WeatherDelay|NASDelay|SecurityDelay|LateAircraftDelay
2008|9|12|5|1832|1800|2008|1940|WN|391|N625SW|96|100|80|28|32|DAL|STL|546|4|12|0||0|6|0|0|0|22
2008|3|11|2|1620|1625|1746|1759|XE|2629|N13994|86|94|71|-13|-5|GSP|CLE|450|7|8|0||0|NA|NA|NA|NA|NA
2008|8|25|1|551|600|847|845|AA|1124|N3BNAA|116|105|103|2|-9|MSY|MIA|674|3|10|0||0|NA|NA|NA|NA|NA
2008|2|19|2|1105|1110|1229|1233|EV|4239|N975EV|84|83|69|-4|-5|FAY|ATL|331|7|8|0||0|NA|NA|NA|NA|NA
2008|2|14|4|NA|1040|NA|1253|OO|5912|N740SK|NA|73|NA|NA|NA|ORD|CLE|316|NA|NA|1|A|0|NA|NA|NA|NA|NA
2008|7|3|4|1603|1615|1647|1700|MQ|4066|N623AE|104|105|83|-13|-12|BUF|ORD|473|7|14|0||0|NA|NA|NA|NA|NA
2008|2|5|2|1337|1341|1522|1540|9E|3708|80129E|105|119|89|-18|-4|DTW|CAE|583|4|12|0||0|NA|NA|NA|NA|NA
2008|8|10|7|902|900|1015|1025|WN|2659|N297WN|73|85|57|-10|2|OAK|LAX|337|8|8|0||0|NA|NA|NA|NA|NA
2008|9|28|7|1317|1325|1539|1553|9E|5837|85889E|82|88|55|-14|-8|CWA|DTW|363|16|11|0||0|NA|NA|NA|NA|NA
2008|10|26|7|1528|1525|1650|1645|WN|956|N507SW|82|80|71|5|3|OMA|MDW|423|3|8|0||0|NA|NA|NA|NA|NA
2008|5|19|1|725|730|935|933|DL|862|N975DL|70|63|38|2|-5|BHM|ATL|134|12|20|0||0|NA|NA|NA|NA|NA
2008|11|22|6|1059|1101|1310|1310|FL|374|N329AT|131|129|114|0|-2|MCO|CMH|802|8|9|0||0|NA|NA|NA|NA|NA
2008|8|12|2|1332|1329|1624|1623|CO|820|N14639|232|234|196|1|3|JFK|IAH|1417|7|29|0||0|NA|NA|NA|NA|NA
2008|8|15|5|925|927|1112|1116|YV|2878|N928LR|107|109|89|-4|-2|RNO|PHX|601|12|6|0||0|NA|NA|NA|NA|NA
2008|2|23|6|724|730|1022|1035|AA|1660|N506AA|118|125|99|-13|-6|DFW|IND|762|9|10|0||0|NA|NA|NA|NA|NA
2008|3|28|5|1051|1055|1240|1245|FL|283|N977AT|109|110|97|-5|-4|MCO|PHF|662|3|9|0||0|NA|NA|NA|NA|NA
2008|10|1|3|1338|1343|1510|1530|9E|3725|89779E|92|107|77|-20|-5|DTW|GSP|508|3|12|0||0|NA|NA|NA|NA|NA
2008|5|30|5|834|835|1553|1555|NW|461|N531US|259|260|223|-2|-1|PDX|DTW|1953|19|17|0||0|NA|NA|NA|NA|NA
2008|9|13|6|1115|1120|1859|1927|B6|192|N649JB|284|307|265|-28|-5|LAS|JFK|2248|7|12|0||0|NA|NA|NA|NA|NA
2008|12|15|1|828|825|937|939|FL|95|N906AT|69|74|57|-2|3|ATL|RDU|356|3|9|0||0|NA|NA|NA|NA|NA
2008|5|31|6|1132|1130|1225|1230|WN|65|N493WN|53|60|40|-5|2|TPA|FLL|197|4|9|0||0|NA|NA|NA|NA|NA
2008|8|21|4|1556|1600|1704|1724|EV|4509|N722EV|68|84|52|-20|-4|ATL|SDF|321|5|11|0||0|NA|NA|NA|NA|NA
2008|10|16|4|1925|1925|2057|2104|DL|1713|N304DQ|92|99|66|-7|0|CVG|ATL|373|13|13|0||0|NA|NA|NA|NA|NA
2008|12|27|6|821|825|945|955|MQ|4749|N708MQ|84|90|50|-10|-4|JFK|DCA|213|4|30|0||0|NA|NA|NA|NA|NA
2008|3|12|3|2003|1927|2227|2155|AS|500|N792AS|144|148|118|32|36|PDX|SNA|859|17|9|0||0|32|0|0|0|0
2008|12|10|3|856|905|1028|1041|US|1806|N764US|92|96|72|-13|-9|MDT|CLT|413|4|16|0||0|NA|NA|NA|NA|NA
2008|2|7|4|749|749|924|930|DL|1153|N751AT|95|101|75|-6|0|ATL|RSW|515|5|15|0||0|NA|NA|NA|NA|NA
2008|9|17|3|634|635|752|755|WN|656|N270|78|80|62|-3|-1|SJC|LAS|386|4|12|0||0|NA|NA|NA|NA|NA
2008|6|23|1|1335|1337|1445|1450|YV|7101|N455YV|70|73|53|-5|-2|DEN|GJT|212|2|15|0||0|NA|NA|NA|NA|NA
2008|8|4|1|1859|1900|2045|2055|MQ|3578|N907AE|106|115|94|-10|-1|CID|DFW|685|7|5|0||0|NA|NA|NA|NA|NA
2008|1|10|4|823|825|1118|1140|B6|221|N606JB|355|375|337|-22|-2|JFK|LGB|2465|3|15|0||0|NA|NA|NA|NA|NA
2008|7|19|6|1733|1735|19|35|WN|648|N468WN|226|240|206|-16|-2|LAS|CMH|1772|2|18|0||0|NA|NA|NA|NA|NA
2008|4|9|3|1457|1449|1639|1644|OO|5952|N905SW|102|115|81|-5|8|TUL|ORD|585|5|16|0||0|NA|NA|NA|NA|NA
2008|12|23|2|1026|1020|1312|1308|EV|5328|N821AS|106|108|88|4|6|TUL|ATL|674|8|10|0||0|NA|NA|NA|NA|NA
2008|8|20|3|734|740|921|910|AA|1402|N476AA|107|90|93|11|-6|MCI|DFW|460|4|10|0||0|NA|NA|NA|NA|NA
2008|8|20|3|957|1000|1249|1255|EV|4588|N923EV|112|115|96|-6|-3|TUL|ATL|674|9|7|0||0|NA|NA|NA|NA|NA
2008|8|11|1|1450|1450|1549|1550|WN|1876|N434WN|59|60|43|-1|0|PHX|LAS|256|4|12|0||0|NA|NA|NA|NA|NA
2008|11|13|4|1708|1715|1744|1759|OO|5456|N216SW|36|44|19|-15|-7|OXR|LAX|49|9|8|0||0|NA|NA|NA|NA|NA
2008|7|12|6|2112|2100|2235|2222|CO|1095|N56859|203|202|167|13|12|IAH|LAX|1379|18|18|0||0|NA|NA|NA|NA|NA
2008|7|4|5|1425|1415|1608|1602|OH|5366|N954CA|103|107|79|6|10|ROC|CVG|461|3|21|0||0|NA|NA|NA|NA|NA
2008|5|16|5|2023|2010|2151|2135|WN|1786|N422WN|88|85|64|16|13|LAS|SMF|397|13|11|0||0|13|0|3|0|0
2008|12|9|2|1415|1415|2033|2005|WN|1167|N482WN|258|230|248|28|0|PDX|MDW|1751|5|5|0||0|0|0|28|0|0
2008|4|15|2|1949|1959|2207|2224|FL|957|N906AT|138|145|127|-17|-10|BWI|FLL|925|4|7|0||0|NA|NA|NA|NA|NA
2008|12|28|7|1737|1715|1826|1815|WN|50|N526SW|49|60|41|11|22|HRL|HOU|276|3|5|0||0|NA|NA|NA|NA|NA
2008|10|26|7|1035|1035|1116|1125|MQ|4234|N691MQ|41|50|24|-9|0|ORD|MSN|109|5|12|0||0|NA|NA|NA|NA|NA
2008|8|20|3|2057|2105|2153|2215|WN|444|N363SW|56|70|46|-22|-8|ISP|BWI|220|4|6|0||0|NA|NA|NA|NA|NA
2008|8|12|2|1102|1105|1132|1135|WN|2038|N284WN|90|90|72|-3|-3|ABQ|LAS|487|8|10|0||0|NA|NA|NA|NA|NA
2008|9|26|5|851|850|1112|1123|CO|1622|N37409|261|273|237|-11|1|IAH|PDX|1825|5|19|0||0|NA|NA|NA|NA|NA
2008|12|27|6|1707|1700|1859|1844|AS|404|N611AS|112|104|85|15|7|PDX|SJC|569|6|21|0||0|0|0|8|0|7
2008|8|22|5|1227|1235|1403|1415|AA|1174|N461AA|96|100|81|-12|-8|DFW|HSV|603|5|10|0||0|NA|NA|NA|NA|NA
2008|11|4|2|604|600|917|925|WN|2621|N612SW|133|145|111|-8|4|SMF|DEN|910|7|15|0||0|NA|NA|NA|NA|NA
2008|2|22|5|1451|1300|1536|1350|WN|21|N625SW|45|50|33|106|111|HOU|CRP|187|3|9|0||0|0|0|0|0|106
2008|11|25|2|830|835|1020|1020|YV|2783|N97325|170|165|141|0|-5|ICT|PHX|870|6|23|0||0|NA|NA|NA|NA|NA
2008|1|3|4|NA|1330|NA|1438|CO|1128||NA|68|NA|NA|NA|EWR|BOS|200|NA|NA|1|A|0|NA|NA|NA|NA|NA
2008|3|4|2|1053|1059|1210|1223|OO|6653|N756SK|77|84|56|-13|-6|SLC|DEN|391|9|12|0||0|NA|NA|NA|NA|NA
2008|2|16|6|1235|1220|1528|1430|MQ|3372|N837AE|173|130|153|58|15|CID|DFW|685|10|10|0||0|15|0|43|0|0
2008|3|24|1|2126|2125|2245|2245|F9|266|N950FR|139|140|121|0|1|DEN|SNA|846|5|13|0||0|NA|NA|NA|NA|NA
2008|5|20|2|859|815|1209|1144|DL|1861|N998DL|190|209|156|25|44|JFK|FLL|1069|10|24|0||0|25|0|0|0|0
2008|1|2|3|858|900|1104|1120|NW|121|N554NW|186|200|172|-16|-2|MSP|PHX|1276|3|11|0||0|NA|NA|NA|NA|NA
2008|2|15|5|937|940|1309|1320|AA|1240|N3ABAA|152|160|138|-11|-3|DFW|DCA|1192|3|11|0||0|NA|NA|NA|NA|NA
2008|2|27|3|1534|1530|1637|1644|EV|4660|N870AS|63|74|50|-7|4|ATL|FAY|331|3|10|0||0|NA|NA|NA|NA|NA
2008|5|4|7|2111|2010|2235|2139|UA|807|N378UA|84|89|57|56|61|SFO|LAX|337|9|18|0||0|17|0|0|0|39
2008|3|18|2|2041|2020|2329|2313|F9|109|N930FR|108|113|92|16|21|DEN|MSP|680|5|11|0||0|3|0|13|0|0
2008|10|25|6|2013|1912|2148|2058|EV|5289|N741EV|95|106|83|50|61|PHF|ATL|508|3|9|0||0|0|0|0|0|50
2008|11|2|7|827|830|928|951|DL|1377|N911DE|61|81|40|-23|-3|BOS|LGA|185|5|16|0||0|NA|NA|NA|NA|NA
2008|11|25|2|2049|2050|2247|2234|FL|66|N892AT|118|104|85|13|-1|ATL|IAD|533|5|28|0||0|NA|NA|NA|NA|NA
2008|1|11|5|853|900|1122|1125|AA|2193|N3CVAA|209|205|174|-3|-7|DCA|DFW|1192|8|27|0||0|NA|NA|NA|NA|NA
2008|1|17|4|951|950|1244|1240|WN|3939|N438WN|113|110|97|4|1|LAS|BOI|520|3|13|0||0|NA|NA|NA|NA|NA
2008|2|13|3|NA|2105|NA|2209|XE|2480||NA|64|NA|NA|NA|EWR|BDL|116|NA|NA|1|C|0|NA|NA|NA|NA|NA
2008|2|15|5|703|700|1020|1014|B6|131|N662JB|197|194|167|6|3|JFK|RSW|1074|4|26|0||0|NA|NA|NA|NA|NA
2008|3|22|6|730|730|1018|1015|WN|1352|N441WN|168|165|156|3|0|ISP|PBI|1052|3|9|0||0|NA|NA|NA|NA|NA
2008|8|28|4|2024|2030|2229|2233|AS|221|N305AS|125|123|96|-4|-6|SFO|SEA|679|7|22|0||0|NA|NA|NA|NA|NA
2008|10|6|1|939|940|1023|1033|EV|5326|N903EV|104|113|88|-10|-1|ATL|MLI|633|4|12|0||0|NA|NA|NA|NA|NA
2008|5|3|6|846|830|933|920|MQ|4059|N677AE|47|50|34|13|16|ORD|PIA|130|5|8|0||0|NA|NA|NA|NA|NA
2008|4|6|7|2111|2112|2346|2355|OO|6356|N955SW|95|103|70|-9|-1|SFO|SLC|599|8|17|0||0|NA|NA|NA|NA|NA
2008|6|28|6|1622|1620|1805|1810|AS|347|N589AS|103|110|86|-5|2|OAK|SEA|671|4|13|0||0|NA|NA|NA|NA|NA
2008|12|17|3|1220|1220|1550|1545|AA|1592|N549AA|150|145|124|5|0|DFW|MCO|984|10|16|0||0|NA|NA|NA|NA|NA
2008|5|10|6|1442|1435|1515|1505|DL|1717|N906DE|93|90|69|10|7|ATL|MSY|425|6|18|0||0|NA|NA|NA|NA|NA
2008|1|31|4|1915|1900|2036|2025|9E|5650|89309E|81|85|62|11|15|BIS|MSP|386|11|8|0||0|NA|NA|NA|NA|NA
2008|1|2|3|1323|1305|1427|1410|WN|2032|N551WN|64|65|44|17|18|BUR|LAS|223|4|16|0||0|7|0|0|0|10
2008|3|4|2|2230|2236|627|646|UA|98|N415UA|297|310|274|-19|-6|LAX|EWR|2454|5|18|0||0|NA|NA|NA|NA|NA
2008|12|5|5|951|950|1051|1100|WN|1914|N362SW|60|70|45|-9|1|PIT|PHL|267|5|10|0||0|NA|NA|NA|NA|NA
2008|9|10|3|927|925|1033|1020|WN|1307|N353SW|66|55|51|13|2|RDU|BWI|255|3|12|0||0|NA|NA|NA|NA|NA
2008|1|3|4|821|815|1005|1037|XE|2289|N12924|104|142|81|-32|6|EWR|CLT|529|6|17|0||0|NA|NA|NA|NA|NA
2008|4|19|6|1622|1625|1612|1620|MQ|4194|N905JH|50|55|30|-8|-3|GRR|ORD|137|6|14|0||0|NA|NA|NA|NA|NA
2008|3|24|1|743|740|900|905|MQ|3464|N614AE|77|85|65|-5|3|LRD|DFW|394|5|7|0||0|NA|NA|NA|NA|NA
2008|6|26|4|1734|1708|2144|2133|OO|4068|N805SK|190|205|171|11|26|SLC|MSY|1428|6|13|0||0|NA|NA|NA|NA|NA
2008|3|16|7|1349|1310|1500|1420|WN|3676|N781WN|71|70|48|40|39|LAS|PHX|256|6|17|0||0|21|0|1|0|18
2008|12|9|2|2020|1905|2257|2200|AA|1738|N3DJAA|217|235|195|57|75|SJU|PHL|1576|4|18|0||0|40|0|0|0|17
2008|11|19|3|1234|1235|1915|1923|B6|178|N657JB|281|288|257|-8|-1|PHX|JFK|2153|8|16|0||0|NA|NA|NA|NA|NA
2008|1|9|3|556|600|750|805|AA|1493|N4WMAA|114|125|92|-15|-4|BNA|DFW|631|9|13|0||0|NA|NA|NA|NA|NA
2008|1|3|4|1358|1330|1449|1425|WN|3070|N660SW|51|55|37|24|28|LAS|ONT|197|4|10|0||0|4|0|0|0|20
2008|12|10|3|2045|2000|2249|2221|DL|1712|N664DN|124|141|101|28|45|ATL|BDL|859|8|15|0||0|14|0|0|0|14
2008|7|1|2|649|645|1402|1407|DL|1768|N721TW|253|262|232|-5|4|LAX|CVG|1900|5|16|0||0|NA|NA|NA|NA|NA
2008|11|21|5|1427|1408|1546|1517|EV|5416|N829AS|139|129|121|29|19|ATL|ATW|765|4|14|0||0|9|0|10|0|10
2008|7|30|3|1945|1935|2040|2040|WN|193|N210WN|115|125|102|0|10|HOU|ABQ|759|3|10|0||0|NA|NA|NA|NA|NA
2008|8|22|5|841|850|958|1010|AA|1397|N227AA|137|140|116|-12|-9|ATL|DFW|732|9|12|0||0|NA|NA|NA|NA|NA
2008|7|15|2|1228|1233|1413|1421|FL|175|N995AT|105|108|86|-8|-5|DCA|ATL|547|10|9|0||0|NA|NA|NA|NA|NA
2008|9|25|4|615|615|726|730|WN|2995|N747SA|71|75|58|-4|0|LAX|PHX|370|3|10|0||0|NA|NA|NA|NA|NA
2008|9|7|7|837|840|1026|1035|AA|369|N549AA|169|175|149|-9|-3|PBI|DFW|1103|12|8|0||0|NA|NA|NA|NA|NA
2008|2|22|5|1008|1005|1155|1122|XE|2687|N26545|107|77|50|33|3|IAH|LIT|374|8|49|0||0|0|0|33|0|0
2008|7|20|7|1433|1359|1620|1555|CO|877|N12318|107|116|82|25|34|EWR|DTW|487|7|18|0||0|25|0|0|0|0
2008|2|10|7|2038|2030|105|100|WN|3841|N792SW|147|150|131|5|8|LAS|SAT|1069|5|11|0||0|NA|NA|NA|NA|NA
2008|10|1|3|1920|1745|2015|1844|YV|2673|N956LR|55|59|37|91|95|ILM|CLT|185|5|13|0||0|91|0|0|0|0
2008|11|11|2|613|620|751|805|AS|400|N644AS|98|105|80|-14|-7|PDX|SJC|569|5|13|0||0|NA|NA|NA|NA|NA
2008|1|22|2|1702|1625|1802|1722|MQ|3333|N298AE|60|57|32|40|37|DFW|SPS|113|10|18|0||0|35|0|3|0|2
2008|11|27|4|854|805|1134|1105|WN|3266|N303SW|100|120|89|29|49|SFO|PHX|651|3|8|0||0|0|0|29|0|0
2008|4|30|3|1317|1305|1515|1501|US|1457|N929UW|118|116|92|14|12|CLT|FLL|631|3|23|0||0|NA|NA|NA|NA|NA
2008|2|6|3|2156|2145|2226|2230|WN|910|N346SW|90|105|78|-4|11|TPA|MSY|487|4|8|0||0|NA|NA|NA|NA|NA
2008|3|1|6|819|820|940|945|WN|3595|N523SW|81|85|68|-5|-1|SFO|SAN|447|3|10|0||0|NA|NA|NA|NA|NA
2008|2|26|2|1312|1320|NA|1622|B6|377|N562JB|NA|218|NA|NA|-8|LGA|FLL|1076|NA|25|0||1|NA|NA|NA|NA|NA
2008|10|25|6|1751|1755|1902|1917|US|656|N651AW|251|262|228|-15|-4|CLT|PHX|1774|10|13|0||0|NA|NA|NA|NA|NA
2008|9|10|3|1408|1410|1501|1500|US|139|N804AW|173|170|148|1|-2|DFW|LAS|1055|5|20|0||0|NA|NA|NA|NA|NA
2008|3|3|1|708|625|1150|1115|AA|1937|N5DDAA|222|230|203|35|43|BOS|SJU|1674|4|15|0||0|35|0|0|0|0
2008|11|4|2|1558|1600|1718|1730|OH|6821|N689CA|80|90|46|-12|-2|BOS|JFK|187|15|19|0||0|NA|NA|NA|NA|NA
2008|1|19|6|1141|1130|1349|1405|WN|1011|N261WN|128|155|114|-16|11|FLL|BWI|925|4|10|0||0|NA|NA|NA|NA|NA
2008|1|14|1|1206|1135|1430|1412|EV|4660|N824AS|84|97|66|18|31|AEX|ATL|500|10|8|0||0|5|0|0|0|13
2008|2|28|4|1530|1530|1706|1705|AA|492|N557AA|96|95|80|1|0|DFW|STL|551|5|11|0||0|NA|NA|NA|NA|NA
2008|9|23|2|1434|1435|1459|1505|WN|1692|N269WN|85|90|72|-6|-1|JAX|BNA|484|6|7|0||0|NA|NA|NA|NA|NA
2008|1|2|3|1050|1045|1226|1217|US|1861|N725UW|96|92|59|9|5|LGA|PIT|335|7|30|0||0|NA|NA|NA|NA|NA
2008|11|29|6|1705|1705|2025|2106|UA|982|N818UA|140|181|121|-41|0|IAH|IAD|1190|5|14|0||0|NA|NA|NA|NA|NA
2008|1|25|5|1907|1810|2144|1959|MQ|4264|N675AE|157|109|106|105|57|MEM|ORD|491|6|45|0||0|0|0|90|0|15
2008|4|30|3|2256|2300|4|16|FL|123|N283AT|128|136|109|-12|-4|ATL|DFW|732|5|14|0||0|NA|NA|NA|NA|NA
2008|12|15|1|2110|2115|2142|2145|HA|378|N476HA|32|30|19|-3|-5|LIH|HNL|102|5|8|0||0|NA|NA|NA|NA|NA
2008|12|14|7|1212|1215|1746|1734|NW|1759|N366NB|214|199|185|12|-3|PSP|MSP|1454|15|14|0||0|NA|NA|NA|NA|NA
2008|6|21|6|1910|1915|2118|2102|DL|424|N643DL|308|287|262|16|-5|ATL|LAX|1946|25|21|0||0|0|0|16|0|0
2008|9|7|7|1153|1158|1310|1305|MQ|3276|N266AE|77|67|47|5|-5|ABI|DFW|158|25|5|0||0|NA|NA|NA|NA|NA
2008|11|15|6|956|1000|1254|1302|XE|2503|N14542|118|122|97|-8|-4|IAH|JAX|817|6|15|0||0|NA|NA|NA|NA|NA
2008|1|4|5|1122|1130|1247|1257|US|1034|N954UW|85|87|68|-10|-8|BOS|PHL|280|5|12|0||0|NA|NA|NA|NA|NA
2008|7|11|5|946|955|1058|1114|FL|93|N970AT|72|79|52|-16|-9|RDU|ATL|356|9|11|0||0|NA|NA|NA|NA|NA
2008|8|17|7|2120|2120|2238|2245|WN|1696|N294WN|138|145|128|-7|0|MCO|STL|880|3|7|0||0|NA|NA|NA|NA|NA
2008|5|9|5|1557|1605|1704|1715|OO|5674|N295SW|67|70|54|-11|-8|RDD|SFO|199|5|8|0||0|NA|NA|NA|NA|NA
2008|11|17|1|1437|1440|1550|1550|9E|2204|89829E|73|70|49|0|-3|MEM|MOB|317|6|18|0||0|NA|NA|NA|NA|NA
2008|11|27|4|829|835|1017|1030|WN|1555|N653SW|108|115|98|-13|-6|BHM|DAL|587|3|7|0||0|NA|NA|NA|NA|NA
2008|10|26|7|1831|1835|1950|2000|XE|2116|N16147|139|145|121|-10|-4|IAH|COS|809|7|11|0||0|NA|NA|NA|NA|NA
2008|5|17|6|1001|1004|1039|1055|MQ|3046|N806AE|38|51|24|-16|-3|SAN|LAX|109|7|7|0||0|NA|NA|NA|NA|NA
2008|6|12|4|1944|1855|2208|2020|AA|341|N401AA|144|85|101|108|49|ORD|MSP|334|4|39|0||0|0|5|59|0|44
2008|9|20|6|1509|1520|1657|1716|EV|4216|N847AS|48|56|26|-19|-11|MGM|ATL|147|9|13|0||0|NA|NA|NA|NA|NA
2008|4|3|4|938|935|1034|1039|EV|4398|N853AS|116|124|101|-5|3|CVG|OMA|614|3|12|0||0|NA|NA|NA|NA|NA
2008|12|7|7|814|815|1128|1145|HA|35|N590HA|374|390|351|-17|-1|PHX|HNL|2917|7|16|0||0|NA|NA|NA|NA|NA
2008|6|24|2|1430|1405|2231|2208|CO|1469|N57857|301|303|266|23|25|LAS|EWR|2227|12|23|0||0|0|0|23|0|0
2008|4|16|3|1121|1120|1239|1239|OO|3706|N576SW|78|79|55|0|1|SLC|SGU|269|5|18|0||0|NA|NA|NA|NA|NA
2008|10|5|7|1151|1155|1446|1515|AA|1616|N579AA|115|140|93|-29|-4|DFW|ATL|732|12|10|0||0|NA|NA|NA|NA|NA
2008|3|14|5|1452|1415|1750|1703|B6|49|N582JB|178|168|148|47|37|JFK|MCO|944|6|24|0||0|20|0|10|0|17
2008|8|28|4|1740|1730|1933|1934|EV|4901|N877AS|113|124|88|-1|10|ATL|FNT|644|4|21|0||0|NA|NA|NA|NA|NA
2008|7|7|1|1116|1125|1212|1221|US|1453|N725UW|56|56|42|-9|-9|MYR|CLT|156|5|9|0||0|NA|NA|NA|NA|NA
2008|10|3|5|1159|1159|1447|1441|YV|2922|N7305V|108|102|88|6|0|PHX|COS|551|6|14|0||0|NA|NA|NA|NA|NA
2008|4|11|5|1721|1706|1804|1751|OO|5418|N232SW|43|45|28|13|15|SAN|LAX|109|5|10|0||0|NA|NA|NA|NA|NA
2008|7|2|3|602|605|707|715|OO|5787|N236SW|65|70|52|-8|-3|MFR|PDX|222|4|9|0||0|NA|NA|NA|NA|NA
2008|11|4|2|951|1000|1246|1248|DL|420|N642DL|235|228|210|-2|-9|SJU|ATL|1547|11|14|0||0|NA|NA|NA|NA|NA
2008|2|17|7|1453|1450|1707|1710|MQ|3601|N909AE|134|140|109|-3|3|DFW|MKE|853|9|16|0||0|NA|NA|NA|NA|NA
2008|5|27|2|1513|1513|1616|1610|YV|7307|N37208|63|57|36|6|0|BMI|ORD|116|8|19|0||0|NA|NA|NA|NA|NA
2008|4|15|2|1005|1012|1253|1249|NW|1180|N783NC|108|97|87|4|-7|BNA|DTW|457|9|12|0||0|NA|NA|NA|NA|NA
2008|9|21|7|1702|1705|1806|1820|MQ|3108|N822AE|64|75|44|-14|-3|LAS|LAX|236|6|14|0||0|NA|NA|NA|NA|NA
2008|5|23|5|653|700|1134|1133|B6|620|N231JB|221|213|195|1|-7|HOU|JFK|1428|9|17|0||0|NA|NA|NA|NA|NA
2008|6|12|4|1558|1600|1835|1826|DL|1109|N3758Y|277|266|255|9|-2|IAD|SLC|1827|7|15|0||0|NA|NA|NA|NA|NA
2008|12|14|7|1534|1545|1847|1856|DL|324|N646DL|253|251|231|-9|-11|STT|ATL|1599|8|14|0||0|NA|NA|NA|NA|NA
2008|3|3|1|833|835|1602|1600|NW|332|N525US|269|265|246|2|-2|LAX|DTW|1979|8|15|0||0|NA|NA|NA|NA|NA
2008|4|5|6|658|709|848|910|US|173|N803AW|230|241|209|-22|-11|MKE|PHX|1460|8|13|0||0|NA|NA|NA|NA|NA
2008|12|1|1|1959|1720|2235|2021|CO|1152|N14341|156|181|95|134|159|ATL|EWR|745|6|55|0||0|0|0|134|0|0
2008|3|27|4|1240|1240|1911|1920|WN|1143|N499WN|211|220|185|-9|0|LAS|IND|1591|7|19|0||0|NA|NA|NA|NA|NA
2008|4|21|1|1644|1649|2038|2059|DL|1128|N903DA|174|190|145|-21|-5|SLC|ORD|1249|9|20|0||0|NA|NA|NA|NA|NA
2008|2|21|4|1504|1445|1632|1605|XE|3106|N14972|88|80|63|27|19|SYR|CLE|317|6|19|0||0|4|0|8|0|15
2008|12|15|1|756|800|1034|1020|US|245|N662AW|278|260|249|14|-4|ATL|PHX|1587|12|17|0||0|NA|NA|NA|NA|NA
2008|10|26|7|1539|1540|2047|2045|AA|2454|N4YLAA|188|185|164|2|-1|LAX|DFW|1235|13|11|0||0|NA|NA|NA|NA|NA
2008|1|29|2|2055|2010|2302|2218|XE|2985|N11565|127|128|95|44|45|EWR|DTW|487|13|19|0||0|44|0|0|0|0
2008|11|27|4|900|910|1117|1120|OO|5883|N943SW|137|130|120|-3|-10|BHM|ORD|584|4|13|0||0|NA|NA|NA|NA|NA
2008|7|1|2|1242|1243|1336|1330|YV|1037|N646BR|54|47|42|6|-1|ITO|HNL|216|4|8|0||0|NA|NA|NA|NA|NA
2008|3|20|4|1219|1229|1336|1353|OO|6451|N915SW|77|84|62|-17|-10|PHX|LAX|370|5|10|0||0|NA|NA|NA|NA|NA
2008|8|16|6|813|815|1334|1345|AA|1810|N271AA|201|210|185|-11|-2|SJC|AUS|1476|3|13|0||0|NA|NA|NA|NA|NA
2008|9|10|3|1127|1130|1356|1405|WN|1186|N638SW|149|155|136|-9|-3|BUF|MCO|1011|6|7|0||0|NA|NA|NA|NA|NA
2008|6|15|7|1852|1851|2105|2029|UA|655|N837UA|193|158|114|36|1|EWR|ORD|719|8|71|0||0|0|0|36|0|0
2008|3|28|5|1130|1134|1212|1223|OO|5744|N561SW|42|49|23|-11|-4|LAX|CLD|86|4|15|0||0|NA|NA|NA|NA|NA
2008|12|14|7|855|855|1022|1030|WN|3600|N637SW|87|95|73|-8|0|DAL|STL|546|3|11|0||0|NA|NA|NA|NA|NA
2008|6|22|7|1107|1110|1229|1230|XE|2845|N12946|82|80|66|-1|-3|IAH|TUL|429|3|13|0||0|NA|NA|NA|NA|NA
2008|10|14|2|1805|1815|1912|1917|OO|5790|N220SW|67|62|47|-5|-10|CIC|SFO|153|11|9|0||0|NA|NA|NA|NA|NA
2008|11|2|7|803|805|1148|1145|WN|2321|N430WN|165|160|153|3|-2|OKC|BWI|1180|3|9|0||0|NA|NA|NA|NA|NA
2008|9|29|1|1731|1740|1950|2010|EV|4728|N928EV|79|90|59|-20|-9|MEM|CVG|403|8|12|0||0|NA|NA|NA|NA|NA
2008|3|5|3|2305|2300|6|2358|AS|376|N587AS|61|58|43|8|5|SEA|GEG|224|4|14|0||0|NA|NA|NA|NA|NA
2008|4|25|5|1455|1450|1621|1600|AA|247|N5ETAA|206|190|173|21|5|DFW|LAX|1235|7|26|0||0|0|0|21|0|0
2008|5|28|3|924|925|1116|1111|NW|679|N327NB|172|166|152|5|-1|MSP|SLC|991|3|17|0||0|NA|NA|NA|NA|NA
2008|5|26|1|1034|1040|1224|1235|OO|2712|N698BR|50|55|34|-11|-6|MKE|FNT|211|4|12|0||0|NA|NA|NA|NA|NA
2008|11|30|7|1748|1753|1832|1845|YV|2990|N908FJ|104|112|85|-13|-5|PHX|RNO|601|7|12|0||0|NA|NA|NA|NA|NA
2008|10|18|6|1132|1135|1235|1249|US|1432|N963UW|63|74|41|-14|-3|PHL|PVD|238|4|18|0||0|NA|NA|NA|NA|NA
2008|3|31|1|1626|1624|1900|1901|OO|6678|N939SW|94|97|66|-1|2|DEN|BIS|517|4|24|0||0|NA|NA|NA|NA|NA
